Name	Meta	main_role	sub_role	Function	locus_tag
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	conserved hypothetical protein	PA3808
fdx2	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	ferredoxin [2Fe-2S]	PA3809
iscA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	probable iron-binding protein IscA	PA3812
iscU	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	probable iron-binding protein IscU	PA3813
iscS	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	L-cysteine desulfurase (pyridoxal phosphate-dependent)	PA3814
iscR	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	IscR	PA3815
dxs	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	1-deoxyxylulose-5-phosphate synthase	PA4044
lytB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	LytB protein	PA4557
ipk	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	isopentenyl monophosphate kinase	PA4669
cntM	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	CntM	PA4835
cntL	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	CntL	PA4836
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	NAD(P)H quinone oxidoreductase	PA4975
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	conserved hypothetical protein	PA5275
coaD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	phosphopantetheine adenylyltransferase	PA0363
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	conserved hypothetical protein	PA1598
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	hypothetical protein	PA1752
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	hypothetical protein	PA4279
panE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	ketopantoate reductase	PA4397
coaE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	dephosphocoenzyme A kinase	PA4529
panB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	3-methyl-2-oxobutanoate hydroxymethyltransferase	PA4729
panC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	pantoate--beta-alanine ligase	PA4730
panD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	aspartate 1-decarboxylase precursor	PA4731
coaC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	Phosphopantothenoylcysteine synthase/(R)-4'-phospho-N-pantothenoylcysteine decarboxylase	PA5320
pntAA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	putative NAD(P) transhydrogenase subunit alpha part 1	PA0195
pntAB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	putative NAD(P) transhydrogenase subunit alpha part 2	PA0195.1
pntB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	pyridine nucleotide transhydrogenase beta subunit	PA0196
nadB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	L-aspartate oxidase	PA0761
nadA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	quinolinate synthetase A	PA1004
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	probable cobalamin biosynthetic protein	PA1125
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	probable transporter	PA1958
sth	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	soluble pyridine nucleotide transhydrogenase	PA2991
nadD1	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinate mononucleotide adenylyltransferase NadD1	PA4006
pncB2	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinate phosphoribosyltransferase	PA4376
nadC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinate-nucleotide pyrophosphorylase	PA4524
nrtR	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	Nudix-related transcriptional regulator NrtR	PA4916
nadD2	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinate mononucleotide adenylyltransferase NadD2	PA4917
pcnA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinamidase PcnA	PA4918
pncB1	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinate phosphoribosyltransferase	PA4919
nadE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	NH3-dependent NAD synthetase	PA4920
epd	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	D-erythrose 4-phosphate dehydrogenase	PA0551
pdxA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	pyridoxal phosphate biosynthetic protein PdxA	PA0593
pdxJ	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	pyridoxal phosphate biosynthetic protein PdxJ	PA0773
pdxH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	pyridoxine 5'-phosphate oxidase	PA1049
pdxB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	erythronate-4-phosphate dehydrogenase	PA1375
dxs	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	1-deoxyxylulose-5-phosphate synthase	PA4044
phzG1	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	probable pyridoxamine 5'-phosphate oxidase	PA4216
pdxY	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	pyridoxamine kinase	PA5516
ribA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	GTP cyclohydrolase II	PA4047
ribE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	67-dimethyl-8-ribityllumazine synthase	PA4053
ribB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	GTP cyclohydrolase II / 34-dihydroxy-2-butanone 4-phosphate synthase	PA4054
ribC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	riboflavin synthase alpha chain	PA4055
ribD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	riboflavin-specific deaminase/reductase	PA4056
ribF	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	riboflavin kinase/FAD synthase	PA4561
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	conserved hypothetical protein	PA0380
thiG	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiamine biosynthesis protein thiazole moiety	PA0381
thiD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	phosphomethylpyrimidine kinase	PA3975
thiE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiamin-phosphate pyrophosphorylase	PA3976
dxs	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	1-deoxyxylulose-5-phosphate synthase	PA4044
thiL	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiamine monophosphate kinase	PA4051
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	probable D-amino acid oxidase	PA4548
thiC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiamin biosynthesis protein ThiC	PA4973
thiI	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiazole biosynthesis protein ThiI	PA5118
gloA2	Metabolism	Central intermediary metabolism	Amino sugars	lactoylglutathione lyase	PA0710
gloA1	Metabolism	Central intermediary metabolism	Amino sugars	lactoylglutathione lyase	PA3524
	Metabolism	Central intermediary metabolism	Amino sugars	probable N-acetylglucosamine-6-phosphate deacetylase	PA3758
	Metabolism	Central intermediary metabolism	Amino sugars	probable aminotransferase	PA3759
glmM	Metabolism	Central intermediary metabolism	Amino sugars	phosphoglucosamine mutase	PA4749
gloA3	Metabolism	Central intermediary metabolism	Amino sugars	lactoylglutathione lyase	PA5111
glmS	Metabolism	Central intermediary metabolism	Amino sugars	glucosamine--fructose-6-phosphate aminotransferase	PA5549
glmU	Metabolism	Central intermediary metabolism	Amino sugars	glucosamine-1-phosphate acetyltransferase/N-acetylglucosamine-1-phosphate uridyltransferase	PA5552
	Metabolism	Central intermediary metabolism	Nitrogen metabolism	probable carbonic anhydrase	PA0102
	Metabolism	Central intermediary metabolism	Nitrogen metabolism	probable N-acetyltransferase	PA0478
	Metabolism	Central intermediary metabolism	Nitrogen metabolism	NAD(P)H:quinone reductase	PA0660
azoR1	Metabolism	Central intermediary metabolism	Nitrogen metabolism	FMN-dependent NADH-azoreductase 1 AzoR1	PA0785
napA	Metabolism	Central intermediary metabolism	Nitrogen metabolism	periplasmic nitrate reductase protein NapA	PA1174
	Metabolism	Central intermediary metabolism	Nitrogen metabolism	assimilatory nitrate reductase	PA1779
nirD	Metabolism	Central intermediary metabolism	Nitrogen metabolism	assimilatory nitrite reductase small subunit	PA1780
nirB	Metabolism	Central intermediary metabolism	Nitrogen metabolism	assimilatory nitrite reductase large subunit	PA1781
azoR2	Metabolism	Central intermediary metabolism	Nitrogen metabolism	FMN-dependent NADH-azoreductase 2 AzoR2	PA1962
azoR3	Metabolism	Central intermediary metabolism	Nitrogen metabolism	AzoR3 azoreductase 3	PA3223
glnD	Metabolism	Central intermediary metabolism	Nitrogen metabolism	protein-PII uridylyltransferase	PA3658
nmoA	Metabolism	Central intermediary metabolism	Nitrogen metabolism	nitronate monooxygenase NmoA	PA4202
nmoR	Metabolism	Central intermediary metabolism	Nitrogen metabolism	NmoR	PA4203
ureD	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease accessory protein	PA4864
ureA	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease gamma subunit	PA4865
ureB	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease beta subunit	PA4867
ureC	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease alpha subunit	PA4868
ureE	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease accessory protein UreE	PA4891
ureF	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease accessory protein UreF	PA4892
ureG	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease accessory protein UreG	PA4893
	Metabolism	Central intermediary metabolism	Nitrogen metabolism	hypothetical protein	PA4894
ntrC	Metabolism	Central intermediary metabolism	Nitrogen metabolism	two-component response regulator NtrC	PA5125
glnK	Metabolism	Central intermediary metabolism	Nitrogen metabolism	nitrogen regulatory protein P-II 2	PA5288
	Metabolism	Central intermediary metabolism	One-carbon metabolism	probable glutathione S-transferase	PA0473
pmtA	Metabolism	Central intermediary metabolism	One-carbon metabolism	phospholipid methyltransferase	PA0798
	Metabolism	Central intermediary metabolism	One-carbon metabolism	probable glutathione S-transferase	PA1655
	Metabolism	Central intermediary metabolism	One-carbon metabolism	probable glutathione S-transferase	PA1890
	Metabolism	Central intermediary metabolism	One-carbon metabolism	probable glutathione S-transferase	PA2813
	Metabolism	Central intermediary metabolism	One-carbon metabolism	probable glutathione S-transferase	PA2821
tpm	Metabolism	Central intermediary metabolism	One-carbon metabolism	thiopurine methyltransferase	PA2832
	Metabolism	Central intermediary metabolism	One-carbon metabolism	probable glutathione S-transferase	PA3035
	Metabolism	Central intermediary metabolism	One-carbon metabolism	probable glutathione S-transferase	PA4401
	Metabolism	Central intermediary metabolism	One-carbon metabolism	conserved hypothetical protein	PA5228
fdhA	Metabolism	Central intermediary metabolism	One-carbon metabolism	glutathione-independent formaldehyde dehydrogenase	PA5421
betC	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	choline sulfatase	PA0031
davD	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	glutaric semialdehyde dehydrogenase	PA0265
davT	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	delta-aminovalerate aminotransferase	PA0266
gcdH	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	glutaryl-CoA dehydrogenase	PA0447
gcdR	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	transcriptional regulator GcdR	PA0448
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	probable biotin-requiring enzyme	PA0493
metK	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	methionine adenosyltransferase	PA0546
prpD	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	propionate catabolic protein PrpD	PA0792
prpB	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	carboxyphosphonoenolpyruvate phosphonomutase	PA0796
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	Rid1 subfamily protein	PA0814
pta	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	phosphate acetyltransferase	PA0835
phnX	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	2-phosphonoacetaldehyde hydrolase	PA1311
gcl	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	glyoxylate carboligase	PA1502
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	probable aldehyde dehydrogenase	PA1601
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	probable oxidoreductase	PA1602
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	probable 3-hydroxyacyl-CoA dehydrogenase	PA1628
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	probable AMP-binding enzyme	PA1997
bdhA	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	3-hydroxybutyrate dehydrogenase	PA2003
cynT	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	carbonate dehydratase	PA2053
lyxD	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	l-lyxonate dehydratase LyxD	PA2215
pvdH	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	L-24-diaminobutyrate:2-ketoglutarate 4-aminotransferase PvdH	PA2413
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	5-methylthioadenosine phosphorylase MtnP	PA3004
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	probable short chain dehydrogenase	PA3330
	Metabolism	Central intermediary metabolism	Other@Central intermediary metabolism	probable hydroxyacyl-CoA dehydrogenase	PA3590
	Metabolism	Central intermediary metabolism	Phosphorus compounds	conserved hypothetical protein	PA0141
plcR	Metabolism	Central intermediary metabolism	Phosphorus compounds	phospholipase accessory protein PlcR precursor	PA0843
phnW	Metabolism	Central intermediary metabolism	Phosphorus compounds	2-aminoethylphosphonate:pyruvate aminotransferase	PA1310
